[18:09:40] src/nnvm/legacy_json_util.cc:209: Loading symbol saved by previous version v0.8.0. Attempting to upgrade...
[18:09:40] src/nnvm/legacy_json_util.cc:217: Symbol successfully upgraded!
[18:09:40] src/io/iter_image_recordio_2.cc:172: ImageRecordIOParser2: ./caltech-256-10-train.rec, use 2 threads for decoding..
2019-12-17 18:36:22,852 End Batch callbacks time 0.0002696514129638672 secs
2019-12-17 18:36:24,197 Batch 97 compute time: 1.3435583114624023 secs
2019-12-17 18:36:24,237 Batch 97 update time: 0.03975319862365723 secs
2019-12-17 18:36:24,240 Batch 97 update metric time 0.0025849342346191406 secs
2019-12-17 18:36:24,241 Batch 97 prepare time 0.0005609989166259766 secs
2019-12-17 18:36:24,242 End Batch callbacks time 0.0003027915954589844 secs
2019-12-17 18:36:25,584 Batch 98 compute time: 1.3395898342132568 secs
2019-12-17 18:36:25,618 Batch 98 update time: 0.03408956527709961 secs
2019-12-17 18:36:25,621 Batch 98 update metric time 0.002625703811645508 secs
2019-12-17 18:36:25,622 Batch 98 prepare time 0.00031447410583496094 secs
2019-12-17 18:36:25,623 End Batch callbacks time 0.00017952919006347656 secs
2019-12-17 18:36:26,956 Batch 99 compute time: 1.3320822715759277 secs
2019-12-17 18:36:26,996 Batch 99 update time: 0.03936195373535156 secs
2019-12-17 18:36:26,999 Batch 99 update metric time 0.002366304397583008 secs
2019-12-17 18:36:27,000 Batch 99 prepare time 0.0004775524139404297 secs
2019-12-17 18:36:27,000 End Batch callbacks time 0.00010824203491210938 secs
2019-12-17 18:36:28,338 Batch 100 compute time: 1.3366522789001465 secs
2019-12-17 18:36:28,373 Batch 100 update time: 0.03438591957092285 secs
2019-12-17 18:36:28,376 Batch 100 update metric time 0.0025429725646972656 secs
2019-12-17 18:36:28,377 Batch 100 prepare time 0.00032782554626464844 secs
2019-12-17 18:36:28,378 Epoch[6] Batch [90-100]	Speed: 11.59 samples/sec	accuracy=0.943750
2019-12-17 18:36:28,378 End Batch callbacks time 0.0004544258117675781 secs
2019-12-17 18:36:29,720 Batch 101 compute time: 1.3400282859802246 secs
2019-12-17 18:36:29,757 Batch 101 update time: 0.037099361419677734 secs
2019-12-17 18:36:29,760 Batch 101 update metric time 0.0025374889373779297 secs
2019-12-17 18:36:29,761 Batch 101 prepare time 0.00047016143798828125 secs
2019-12-17 18:36:29,761 End Batch callbacks time 0.00010442733764648438 secs
2019-12-17 18:36:31,088 Batch 102 compute time: 1.325531244277954 secs
2019-12-17 18:36:31,125 Batch 102 update time: 0.035700321197509766 secs
2019-12-17 18:36:31,128 Batch 102 update metric time 0.002706766128540039 secs
2019-12-17 18:36:31,128 Batch 102 prepare time 0.00031256675720214844 secs
2019-12-17 18:36:31,129 End Batch callbacks time 0.00018477439880371094 secs
2019-12-17 18:36:32,481 Batch 103 compute time: 1.3501791954040527 secs
2019-12-17 18:36:32,515 Batch 103 update time: 0.03392195701599121 secs
2019-12-17 18:36:32,518 Batch 103 update metric time 0.002410888671875 secs
2019-12-17 18:36:32,518 Batch 103 prepare time 0.0003132820129394531 secs
2019-12-17 18:36:32,519 End Batch callbacks time 0.0001087188720703125 secs
2019-12-17 18:36:33,855 Batch 104 compute time: 1.334216833114624 secs
2019-12-17 18:36:33,891 Batch 104 update time: 0.03534650802612305 secs
2019-12-17 18:36:33,894 Batch 104 update metric time 0.002603292465209961 secs
2019-12-17 18:36:33,894 Batch 104 prepare time 0.0004703998565673828 secs
2019-12-17 18:36:33,895 End Batch callbacks time 0.00018596649169921875 secs
2019-12-17 18:36:35,226 Batch 105 compute time: 1.329669713973999 secs
2019-12-17 18:36:35,262 Batch 105 update time: 0.03508734703063965 secs
2019-12-17 18:36:35,265 Batch 105 update metric time 0.0026471614837646484 secs
2019-12-17 18:36:35,265 Batch 105 prepare time 0.0002989768981933594 secs
2019-12-17 18:36:35,266 End Batch callbacks time 9.918212890625e-05 secs
2019-12-17 18:36:36,592 Batch 106 compute time: 1.3242411613464355 secs
2019-12-17 18:36:36,629 Batch 106 update time: 0.03643083572387695 secs
2019-12-17 18:36:36,632 Batch 106 update metric time 0.002679586410522461 secs
2019-12-17 18:36:36,633 Batch 106 prepare time 0.0004725456237792969 secs
2019-12-17 18:36:36,633 End Batch callbacks time 0.0001976490020751953 secs
2019-12-17 18:36:37,955 Batch 107 compute time: 1.3206977844238281 secs
2019-12-17 18:36:37,994 Batch 107 update time: 0.03852343559265137 secs
2019-12-17 18:36:37,997 Batch 107 update metric time 0.0023365020751953125 secs
2019-12-17 18:36:37,998 Batch 107 prepare time 0.0003218650817871094 secs
2019-12-17 18:36:37,998 End Batch callbacks time 0.00010585784912109375 secs
2019-12-17 18:36:39,331 Batch 108 compute time: 1.3312873840332031 secs
2019-12-17 18:36:39,368 Batch 108 update time: 0.03656601905822754 secs
2019-12-17 18:36:39,371 Batch 108 update metric time 0.0027704238891601562 secs
2019-12-17 18:36:39,372 Batch 108 prepare time 0.000457763671875 secs
2019-12-17 18:36:39,373 End Batch callbacks time 0.0001850128173828125 secs
2019-12-17 18:36:40,704 Batch 109 compute time: 1.3301706314086914 secs
2019-12-17 18:36:40,742 Batch 109 update time: 0.03743791580200195 secs
2019-12-17 18:36:40,745 Batch 109 update metric time 0.002432584762573242 secs
2019-12-17 18:36:40,746 Batch 109 prepare time 0.00030303001403808594 secs
2019-12-17 18:36:40,746 End Batch callbacks time 0.00010609626770019531 secs
2019-12-17 18:36:42,080 Batch 110 compute time: 1.3325698375701904 secs
2019-12-17 18:36:42,115 Batch 110 update time: 0.03383588790893555 secs
2019-12-17 18:36:42,118 Batch 110 update metric time 0.0025796890258789062 secs
2019-12-17 18:36:42,119 Batch 110 prepare time 0.0004658699035644531 secs
2019-12-17 18:36:42,119 Epoch[6] Batch [100-110]	Speed: 11.64 samples/sec	accuracy=0.950000
2019-12-17 18:36:42,119 End Batch callbacks time 0.00046896934509277344 secs
2019-12-17 18:36:43,448 Batch 111 compute time: 1.3268706798553467 secs
2019-12-17 18:36:43,483 Batch 111 update time: 0.03474903106689453 secs
2019-12-17 18:36:43,486 Batch 111 update metric time 0.002665996551513672 secs
2019-12-17 18:36:43,487 Batch 111 prepare time 0.0003762245178222656 secs
2019-12-17 18:36:43,487 End Batch callbacks time 0.00011038780212402344 secs
2019-12-17 18:36:44,824 Batch 112 compute time: 1.3355071544647217 secs
2019-12-17 18:36:44,859 Batch 112 update time: 0.03404736518859863 secs
2019-12-17 18:36:44,862 Batch 112 update metric time 0.002669811248779297 secs
2019-12-17 18:36:44,863 Batch 112 prepare time 0.00032711029052734375 secs
2019-12-17 18:36:44,863 End Batch callbacks time 0.00018405914306640625 secs
2019-12-17 18:36:46,207 Batch 113 compute time: 1.3415727615356445 secs
2019-12-17 18:36:46,241 Batch 113 update time: 0.03413128852844238 secs
2019-12-17 18:36:46,244 Batch 113 update metric time 0.0023484230041503906 secs
2019-12-17 18:36:46,245 Batch 113 prepare time 0.0004630088806152344 secs
2019-12-17 18:36:46,245 End Batch callbacks time 0.00010466575622558594 secs
2019-12-17 18:36:47,588 Batch 114 compute time: 1.3407132625579834 secs
2019-12-17 18:36:47,622 Batch 114 update time: 0.03397965431213379 secs
2019-12-17 18:36:47,625 Batch 114 update metric time 0.0026369094848632812 secs
2019-12-17 18:36:47,626 Batch 114 prepare time 0.0003268718719482422 secs
2019-12-17 18:36:47,626 End Batch callbacks time 0.00010704994201660156 secs
2019-12-17 18:36:48,966 Batch 115 compute time: 1.3382508754730225 secs
2019-12-17 18:36:49,000 Batch 115 update time: 0.033800363540649414 secs
2019-12-17 18:36:49,004 Batch 115 update metric time 0.002712726593017578 secs
2019-12-17 18:36:49,004 Batch 115 prepare time 0.0004956722259521484 secs
2019-12-17 18:36:49,005 End Batch callbacks time 0.0001895427703857422 secs
2019-12-17 18:36:50,348 Batch 116 compute time: 1.3413853645324707 secs
2019-12-17 18:36:50,385 Batch 116 update time: 0.03589034080505371 secs
2019-12-17 18:36:50,387 Batch 116 update metric time 0.0024862289428710938 secs
2019-12-17 18:36:50,388 Batch 116 prepare time 0.0003352165222167969 secs
2019-12-17 18:36:50,389 End Batch callbacks time 0.0001761913299560547 secs
2019-12-17 18:36:51,734 Batch 117 compute time: 1.3428218364715576 secs
2019-12-17 18:36:51,769 Batch 117 update time: 0.034432172775268555 secs
2019-12-17 18:36:51,772 Batch 117 update metric time 0.002647876739501953 secs
2019-12-17 18:36:51,773 Batch 117 prepare time 0.0005388259887695312 secs
2019-12-17 18:36:51,773 End Batch callbacks time 0.00021076202392578125 secs
2019-12-17 18:36:53,116 Batch 118 compute time: 1.3414437770843506 secs
2019-12-17 18:36:53,151 Batch 118 update time: 0.03416728973388672 secs
2019-12-17 18:36:53,154 Batch 118 update metric time 0.002267122268676758 secs
2019-12-17 18:36:53,154 Batch 118 prepare time 0.00030684471130371094 secs
2019-12-17 18:36:53,155 End Batch callbacks time 0.00011754035949707031 secs
2019-12-17 18:36:54,494 Batch 119 compute time: 1.337158203125 secs
2019-12-17 18:36:54,529 Batch 119 update time: 0.03513383865356445 secs
2019-12-17 18:36:54,532 Batch 119 update metric time 0.002153158187866211 secs
2019-12-17 18:36:54,533 Batch 119 prepare time 0.00046825408935546875 secs
2019-12-17 18:36:54,533 End Batch callbacks time 0.00011563301086425781 secs
2019-12-17 18:36:55,875 Batch 120 compute time: 1.3399815559387207 secs
2019-12-17 18:36:55,910 Batch 120 update time: 0.03492236137390137 secs
2019-12-17 18:36:55,913 Batch 120 update metric time 0.0026841163635253906 secs
2019-12-17 18:36:55,914 Batch 120 prepare time 0.0003147125244140625 secs
2019-12-17 18:36:55,914 Epoch[6] Batch [110-120]	Speed: 11.60 samples/sec	accuracy=0.937500
2019-12-17 18:36:55,915 End Batch callbacks time 0.0005004405975341797 secs
2019-12-17 18:36:57,255 Batch 121 compute time: 1.3392970561981201 secs
2019-12-17 18:36:57,292 Batch 121 update time: 0.035601139068603516 secs
2019-12-17 18:36:57,294 Batch 121 update metric time 0.0024404525756835938 secs
2019-12-17 18:36:57,295 Batch 121 prepare time 0.00033092498779296875 secs
2019-12-17 18:36:57,296 End Batch callbacks time 0.00011873245239257812 secs
2019-12-17 18:36:58,628 Batch 122 compute time: 1.3310062885284424 secs
2019-12-17 18:36:58,663 Batch 122 update time: 0.03394961357116699 secs
2019-12-17 18:36:58,666 Batch 122 update metric time 0.0026831626892089844 secs
2019-12-17 18:36:58,667 Batch 122 prepare time 0.0005648136138916016 secs
2019-12-17 18:36:58,667 End Batch callbacks time 0.0001938343048095703 secs
2019-12-17 18:37:00,009 Batch 123 compute time: 1.3404273986816406 secs
2019-12-17 18:37:00,043 Batch 123 update time: 0.03359866142272949 secs
2019-12-17 18:37:00,046 Batch 123 update metric time 0.0024411678314208984 secs
2019-12-17 18:37:00,047 Batch 123 prepare time 0.00032329559326171875 secs
2019-12-17 18:37:00,047 End Batch callbacks time 0.00011229515075683594 secs
2019-12-17 18:37:01,376 Batch 124 compute time: 1.3275575637817383 secs
2019-12-17 18:37:01,413 Batch 124 update time: 0.035948991775512695 secs
2019-12-17 18:37:01,416 Batch 124 update metric time 0.0027494430541992188 secs
2019-12-17 18:37:01,417 Batch 124 prepare time 0.0004761219024658203 secs
2019-12-17 18:37:01,417 End Batch callbacks time 0.000186920166015625 secs
2019-12-17 18:37:02,751 Batch 125 compute time: 1.3314650058746338 secs
2019-12-17 18:37:02,788 Batch 125 update time: 0.03711509704589844 secs
2019-12-17 18:37:02,796 Batch 125 update metric time 0.007408618927001953 secs
2019-12-17 18:37:02,797 Batch 125 prepare time 0.0003197193145751953 secs
2019-12-17 18:37:02,797 End Batch callbacks time 0.0001246929168701172 secs
2019-12-17 18:37:04,129 Batch 126 compute time: 1.330284833908081 secs
2019-12-17 18:37:04,158 Batch 126 update time: 0.02839970588684082 secs
2019-12-17 18:37:04,162 Batch 126 update metric time 0.0025911331176757812 secs
2019-12-17 18:37:04,162 Batch 126 prepare time 0.0004589557647705078 secs
2019-12-17 18:37:04,163 End Batch callbacks time 0.00012063980102539062 secs
2019-12-17 18:37:05,487 Batch 127 compute time: 1.3224987983703613 secs
2019-12-17 18:37:05,523 Batch 127 update time: 0.03541088104248047 secs
2019-12-17 18:37:05,526 Batch 127 update metric time 0.0023713111877441406 secs
2019-12-17 18:37:05,526 Batch 127 prepare time 0.0003070831298828125 secs
2019-12-17 18:37:05,527 End Batch callbacks time 0.00011539459228515625 secs
2019-12-17 18:37:06,868 Batch 128 compute time: 1.3394746780395508 secs
2019-12-17 18:37:06,916 Batch 128 update time: 0.04467964172363281 secs
2019-12-17 18:37:06,919 Batch 128 update metric time 0.002737283706665039 secs
2019-12-17 18:37:06,920 Batch 128 prepare time 0.00045990943908691406 secs
2019-12-17 18:37:06,921 End Batch callbacks time 0.0001895427703857422 secs
2019-12-17 18:37:08,260 Batch 129 compute time: 1.3375887870788574 secs
2019-12-17 18:37:08,295 Batch 129 update time: 0.03505730628967285 secs
2019-12-17 18:37:08,298 Batch 129 update metric time 0.002678394317626953 secs
2019-12-17 18:37:08,299 Batch 129 prepare time 0.00036787986755371094 secs
2019-12-17 18:37:08,300 End Batch callbacks time 0.00011706352233886719 secs
2019-12-17 18:37:09,638 Batch 130 compute time: 1.3366265296936035 secs
2019-12-17 18:37:09,673 Batch 130 update time: 0.03457498550415039 secs
2019-12-17 18:37:09,677 Batch 130 update metric time 0.003264904022216797 secs
2019-12-17 18:37:09,677 Batch 130 prepare time 0.00043487548828125 secs
2019-12-17 18:37:09,678 Epoch[6] Batch [120-130]	Speed: 11.63 samples/sec	accuracy=0.956250
2019-12-17 18:37:09,678 End Batch callbacks time 0.0004603862762451172 secs
2019-12-17 18:37:11,014 Batch 131 compute time: 1.3347699642181396 secs
2019-12-17 18:37:11,052 Batch 131 update time: 0.03666090965270996 secs
2019-12-17 18:37:11,055 Batch 131 update metric time 0.0028066635131835938 secs
2019-12-17 18:37:11,055 Batch 131 prepare time 0.0003211498260498047 secs
2019-12-17 18:37:11,056 End Batch callbacks time 0.00010848045349121094 secs
2019-12-17 18:37:12,402 Batch 132 compute time: 1.344536542892456 secs
2019-12-17 18:37:12,437 Batch 132 update time: 0.03426671028137207 secs
2019-12-17 18:37:12,440 Batch 132 update metric time 0.0025458335876464844 secs
2019-12-17 18:37:12,440 Batch 132 prepare time 0.0003631114959716797 secs
2019-12-17 18:37:12,441 End Batch callbacks time 0.00011873245239257812 secs
2019-12-17 18:37:13,772 Batch 133 compute time: 1.3291893005371094 secs
2019-12-17 18:37:13,808 Batch 133 update time: 0.036342620849609375 secs
2019-12-17 18:37:13,811 Batch 133 update metric time 0.0023779869079589844 secs
2019-12-17 18:37:13,812 Batch 133 prepare time 0.00046539306640625 secs
2019-12-17 18:37:13,812 End Batch callbacks time 0.00012493133544921875 secs
2019-12-17 18:37:15,148 Batch 134 compute time: 1.3343205451965332 secs
2019-12-17 18:37:15,183 Batch 134 update time: 0.034041643142700195 secs
2019-12-17 18:37:15,186 Batch 134 update metric time 0.0026738643646240234 secs
2019-12-17 18:37:15,187 Batch 134 prepare time 0.0004162788391113281 secs
2019-12-17 18:37:15,187 End Batch callbacks time 0.00018477439880371094 secs
2019-12-17 18:37:16,529 Batch 135 compute time: 1.3404908180236816 secs
2019-12-17 18:37:16,565 Batch 135 update time: 0.03573131561279297 secs
2019-12-17 18:37:16,569 Batch 135 update metric time 0.0027494430541992188 secs
2019-12-17 18:37:16,570 Batch 135 prepare time 0.0004742145538330078 secs
2019-12-17 18:37:16,570 End Batch callbacks time 0.0001881122589111328 secs
2019-12-17 18:37:17,908 Batch 136 compute time: 1.3366942405700684 secs
2019-12-17 18:37:17,947 Batch 136 update time: 0.038578033447265625 secs
2019-12-17 18:37:17,950 Batch 136 update metric time 0.0025975704193115234 secs
2019-12-17 18:37:17,951 Batch 136 prepare time 0.0003330707550048828 secs
2019-12-17 18:37:17,952 End Batch callbacks time 0.0001819133758544922 secs
2019-12-17 18:37:19,295 Batch 137 compute time: 1.3418314456939697 secs
2019-12-17 18:37:19,331 Batch 137 update time: 0.03567624092102051 secs
2019-12-17 18:37:19,334 Batch 137 update metric time 0.002562284469604492 secs
2019-12-17 18:37:19,335 Batch 137 prepare time 0.0005412101745605469 secs
2019-12-17 18:37:19,335 End Batch callbacks time 0.000186920166015625 secs
2019-12-17 18:37:20,659 Batch 138 compute time: 1.3222935199737549 secs
2019-12-17 18:37:20,693 Batch 138 update time: 0.03377676010131836 secs
2019-12-17 18:37:20,696 Batch 138 update metric time 0.002621889114379883 secs
2019-12-17 18:37:20,697 Batch 138 prepare time 0.0003211498260498047 secs
2019-12-17 18:37:20,697 End Batch callbacks time 0.00017976760864257812 secs
2019-12-17 18:37:22,042 Batch 139 compute time: 1.3425166606903076 secs
2019-12-17 18:37:22,076 Batch 139 update time: 0.03421449661254883 secs
2019-12-17 18:37:22,079 Batch 139 update metric time 0.002624034881591797 secs
2019-12-17 18:37:22,080 Batch 139 prepare time 0.00046753883361816406 secs
2019-12-17 18:37:22,081 End Batch callbacks time 0.00010919570922851562 secs
2019-12-17 18:37:23,426 Batch 140 compute time: 1.3438029289245605 secs
2019-12-17 18:37:23,463 Batch 140 update time: 0.03630423545837402 secs
2019-12-17 18:37:23,466 Batch 140 update metric time 0.002565145492553711 secs
2019-12-17 18:37:23,467 Batch 140 prepare time 0.0004432201385498047 secs
2019-12-17 18:37:23,468 Epoch[6] Batch [130-140]	Speed: 11.60 samples/sec	accuracy=0.906250
2019-12-17 18:37:23,468 End Batch callbacks time 0.0007867813110351562 secs
2019-12-17 18:37:24,803 Batch 141 compute time: 1.3328924179077148 secs
2019-12-17 18:37:24,837 Batch 141 update time: 0.03368711471557617 secs
2019-12-17 18:37:24,840 Batch 141 update metric time 0.002685070037841797 secs
2019-12-17 18:37:24,840 Batch 141 prepare time 0.00032448768615722656 secs
2019-12-17 18:37:24,841 End Batch callbacks time 0.00018358230590820312 secs
2019-12-17 18:37:26,178 Batch 142 compute time: 1.3349888324737549 secs
2019-12-17 18:37:26,216 Batch 142 update time: 0.03684496879577637 secs
2019-12-17 18:37:26,219 Batch 142 update metric time 0.002606630325317383 secs
2019-12-17 18:37:26,220 Batch 142 prepare time 0.0005311965942382812 secs
2019-12-17 18:37:26,220 End Batch callbacks time 0.0002627372741699219 secs
2019-12-17 18:37:27,571 Batch 143 compute time: 1.3484609127044678 secs
2019-12-17 18:37:27,607 Batch 143 update time: 0.035669565200805664 secs
2019-12-17 18:37:27,610 Batch 143 update metric time 0.002564668655395508 secs
2019-12-17 18:37:27,611 Batch 143 prepare time 0.0003256797790527344 secs
2019-12-17 18:37:27,611 End Batch callbacks time 0.0002257823944091797 secs
2019-12-17 18:37:28,953 Batch 144 compute time: 1.3405795097351074 secs
2019-12-17 18:37:28,990 Batch 144 update time: 0.03580188751220703 secs
